,latent
29477,2
29478,1
29479,1
29480,1
29481,1
29482,1
29483,1
29484,1
29485,1
29486,1
29487,1
29488,1
29489,2
29490,2
29491,1
29492,1
29493,1
29494,1
29495,1
29496,1
29497,1
29498,1
29499,1
29500,3
29501,1
29502,1
29503,3
29504,3
29505,1
29506,1
29507,1
29508,1
29509,1
29510,3
29511,1
29512,1
29513,1
29514,1
29515,1
29516,1
29517,1
29518,3
29519,1
29520,0
29521,0
29522,0
29523,0
29524,0
29525,0
29526,0
29527,0
29528,0
29529,0
29530,0
29531,0
29532,0
29533,0
29534,0
29535,0
29536,0
29537,0
29538,0
29539,0
29540,0
29541,0
29542,0
29543,0
29544,0
29545,0
29546,0
29547,0
29548,0
29549,0
29550,0
29551,0
29552,0
29553,0
29554,0
29555,0
29556,0
29557,0
29558,0
29559,2
29560,0
29561,0
29562,0
29563,0
29564,0
29565,0
29566,0
29567,0
29568,0
29569,0
29570,0
29571,0
29572,0
29573,0
29574,0
29575,0
29576,0
29577,0
29578,0
29579,0
29580,0
29581,0
29582,0
29583,0
29584,0
29585,0
29586,0
29587,0
29588,0
29589,0
29590,0
29591,0
29592,0
29593,0
29594,0
29595,0
29596,0
29597,0
29598,0
29599,0
29600,0
29601,1
29602,1
29603,3
29604,3
29605,2
29606,2
29607,2
29608,2
29609,3
29610,1
29611,3
29612,1
29613,2
29614,2
29615,2
29616,2
29617,2
29618,2
29619,1
29620,1
29621,1
29622,1
29623,1
29624,1
29625,1
29626,1
29627,1
29628,1
29629,2
29630,2
29631,2
29632,2
29633,3
29634,1
29635,1
29636,1
29637,1
29638,1
29639,1
29640,1
29641,1
29642,1
29643,1
29644,1
29645,1
29646,3
29647,1
29648,1
29649,1
29650,1
29651,1
29652,1
29653,1
29654,3
29655,1
29656,1
29657,1
29658,1
29659,1
29660,1
29661,1
29662,1
29663,1
29664,1
29665,1
29666,1
29667,3
29668,1
29669,1
29670,1
29671,1
29672,1
29673,1
29674,1
29675,1
29676,1
29677,1
29678,3
29679,1
29680,1
29681,1
29682,1
29683,1
29684,1
29685,1
29686,2
29687,2
29688,2
29689,1
29690,1
29691,1
29692,1
29693,1
29694,1
29695,1
29696,3
29697,1
29698,1
29699,1
29700,1
29701,1
29702,1
29703,1
29704,1
29705,1
29706,1
29707,1
29708,1
29709,1
29710,1
29711,1
29712,1
29713,1
29714,1
29715,3
29716,1
29717,1
29718,1
29719,1
29720,1
29721,1
29722,1
29723,1
29724,1
29725,3
29726,1
29727,1
29728,1
29729,3
29730,1
29731,1
29732,1
29733,1
29734,1
29735,1
29736,1
29737,1
29738,3
29739,3
29740,3
29741,3
29742,1
29743,1
29744,1
29745,3
29746,1
29747,1
29748,1
29749,1
29750,1
29751,1
29752,1
29753,1
29754,1
29755,3
29756,1
29757,1
29758,3
29759,3
29760,1
29761,1
29762,1
29763,1
29764,1
29765,1
29766,1
29767,1
29768,1
29769,1
29770,3
29771,1
29772,1
29773,1
29774,1
29775,1
29776,1
29777,1
29778,1
29779,1
29780,1
29781,1
29782,1
29783,1
29784,1
29785,3
29786,1
29787,1
29788,1
29789,1
29790,1
29791,1
29792,3
29793,1
29794,1
29795,1
29796,1
29797,1
29798,1
29799,1
29800,1
29801,1
29802,1
29803,3
29804,1
29805,1
29806,1
29807,1
29808,1
29809,1
29810,1
29811,1
29812,1
29813,1
29814,1
29815,3
29816,1
29817,1
29818,1
29819,1
29820,1
29821,1
29822,1
29823,1
29824,1
29825,1
29826,1
29827,1
29828,1
29829,1
29830,3
29831,1
29832,1
29833,1
29834,3
29835,1
29836,1
29837,1
29838,1
29839,3
29840,1
29841,1
29842,1
29843,1
29844,1
29845,3
29846,1
29847,3
29848,3
29849,1
29850,1
29851,1
29852,1
29853,1
29854,1
29855,2
29856,2
29857,2
29858,2
29859,2
29860,2
29861,2
29862,2
29863,2
29864,1
29865,1
29866,2
29867,2
29868,2
29869,2
29870,2
29871,2
29872,2
29873,2
29874,2
29875,1
29876,1
29877,3
29878,2
29879,2
29880,2
29881,2
29882,1
29883,1
29884,1
29885,3
29886,1
29887,1
29888,3
29889,1
29890,3
29891,3
29892,2
29893,2
29894,2
29895,2
29896,2
29897,2
29898,1
29899,1
29900,1
29901,1
29902,1
29903,2
29904,2
29905,2
29906,2
29907,2
29908,2
29909,2
29910,3
29911,1
29912,3
29913,3
29914,1
29915,1
29916,1
29917,1
29918,1
29919,1
29920,3
29921,1
29922,2
29923,2
29924,1
29925,1
29926,3
29927,3
29928,1
29929,1
29930,1
29931,3
29932,3
29933,3
29934,2
29935,2
29936,2
29937,2
29938,2
29939,1
29940,1
29941,2
29942,2
29943,2
29944,2
29945,1
29946,3
29947,1
29948,1
29949,3
29950,1
29951,2
29952,2
29953,2
29954,2
29955,2
29956,3
29957,3
29958,1
29959,2
29960,2
29961,2
29962,2
29963,3
29964,3
29965,1
29966,3
29967,1
29968,1
29969,1
29970,1
29971,1
29972,1
29973,1
29974,1
29975,1
29976,1
29977,1
29978,1
29979,1
29980,1
29981,3
29982,1
29983,1
29984,1
29985,3
29986,3
29987,1
29988,1
29989,2
29990,2
29991,2
29992,2
29993,2
29994,1
29995,3
29996,1
29997,1
29998,1
29999,3
30000,3
30001,1
30002,3
30003,3
30004,1
30005,1
30006,3
30007,3
30008,2
30009,2
30010,2
30011,1
30012,3
30013,1
30014,1
30015,1
30016,1
30017,1
30018,3
30019,3
30020,1
30021,1
30022,1
30023,1
30024,1
30025,1
30026,1
30027,1
30028,1
30029,1
30030,1
30031,1
30032,1
30033,1
30034,1
30035,1
30036,3
30037,1
30038,1
30039,1
30040,1
30041,1
30042,1
30043,1
30044,1
30045,3
30046,2
30047,2
30048,2
30049,2
30050,2
30051,2
30052,1
30053,2
30054,2
30055,2
30056,2
30057,2
30058,2
30059,2
30060,2
30061,2
30062,1
30063,1
30064,1
30065,3
30066,1
30067,1
30068,1
30069,1
30070,1
30071,1
30072,1
30073,1
30074,1
30075,1
30076,1
30077,3
30078,1
30079,1
30080,1
30081,3
30082,3
30083,1
30084,1
30085,1
30086,1
30087,1
30088,1
30089,3
30090,2
30091,2
30092,2
30093,2
30094,2
30095,1
30096,3
30097,3
30098,3
30099,1
30100,1
30101,2
30102,2
30103,2
30104,2
30105,2
30106,2
30107,2
30108,1
30109,1
30110,3
30111,1
30112,3
30113,1
30114,1
30115,1
30116,3
30117,1
30118,1
30119,3
30120,1
30121,1
30122,1
30123,1
30124,1
30125,1
30126,1
30127,1
30128,1
30129,1
30130,1
30131,3
30132,3
30133,2
30134,2
30135,2
30136,1
30137,1
30138,1
30139,1
30140,1
30141,1
30142,1
30143,1
30144,1
30145,1
30146,1
30147,1
30148,1
30149,1
30150,1
30151,1
30152,3
30153,3
30154,1
30155,1
30156,1
30157,1
30158,1
30159,1
30160,1
30161,1
30162,1
30163,1
30164,1
30165,3
30166,1
30167,2
30168,2
30169,2
30170,2
30171,2
30172,2
30173,2
30174,2
30175,2
30176,2
30177,2
30178,2
30179,1
30180,1
30181,2
30182,2
30183,2
30184,2
30185,1
30186,1
30187,1
30188,1
30189,1
30190,1
30191,1
30192,1
30193,3
30194,3
30195,1
30196,1
30197,1
30198,1
30199,1
30200,1
30201,1
30202,1
30203,1
30204,1
30205,1
30206,1
30207,1
30208,0
30209,0
30210,0
30211,0
30212,0
30213,0
30214,2
30215,2
30216,2
30217,2
30218,2
30219,2
30220,2
30221,1
30222,2
30223,2
30224,2
30225,2
30226,2
30227,2
30228,2
30229,2
30230,1
30231,1
30232,1
30233,3
30234,3
30235,1
30236,1
30237,1
30238,1
30239,2
30240,0
30241,0
30242,0
30243,0
30244,0
30245,0
30246,0
30247,0
30248,0
30249,0
30250,0
30251,0
30252,0
30253,0
30254,0
30255,0
30256,0
30257,0
30258,0
30259,0
30260,0
30261,0
30262,0
30263,0
30264,0
30265,0
30266,0
30267,0
30268,3
30269,1
30270,1
30271,3
30272,3
30273,1
30274,3
30275,1
30276,3
30277,1
30278,3
30279,1
30280,1
30281,1
30282,1
30283,2
30284,2
30285,2
30286,2
30287,2
30288,1
30289,1
30290,1
30291,1
30292,1
30293,3
30294,1
30295,1
30296,3
30297,3
30298,2
30299,2
30300,2
30301,2
30302,1
30303,1
30304,1
30305,1
30306,1
30307,1
30308,1
30309,1
30310,1
30311,1
30312,1
30313,1
30314,3
30315,1
30316,1
30317,1
30318,3
30319,3
30320,1
30321,1
30322,1
30323,1
30324,1
30325,1
30326,1
30327,1
30328,1
30329,1
30330,1
30331,1
30332,1
30333,1
30334,1
30335,1
30336,3
30337,3
30338,1
30339,1
30340,1
30341,1
30342,1
30343,1
30344,1
30345,3
30346,1
30347,1
30348,1
30349,1
30350,1
30351,2
30352,2
30353,2
30354,2
30355,2
30356,2
30357,2
30358,1
30359,3
30360,1
30361,1
30362,1
30363,1
30364,1
30365,3
30366,1
30367,1
30368,3
30369,1
30370,1
30371,1
30372,1
30373,1
30374,1
30375,1
30376,3
30377,1
30378,1
30379,1
30380,1
30381,1
30382,1
30383,1
30384,1
30385,1
30386,3
30387,1
30388,1
30389,1
30390,1
30391,1
30392,1
30393,1
30394,1
30395,1
30396,1
30397,3
30398,3
30399,3
30400,1
30401,1
30402,1
30403,1
30404,3
30405,1
30406,1
30407,1
30408,1
30409,1
30410,3
30411,3
30412,3
30413,3
30414,1
30415,1
30416,3
30417,1
30418,1
30419,1
30420,1
30421,1
30422,1
30423,3
30424,1
30425,1
30426,1
30427,1
30428,1
30429,1
30430,1
30431,1
30432,1
30433,3
30434,1
30435,1
30436,1
30437,1
30438,1
30439,1
30440,1
30441,1
30442,3
30443,1
30444,1
30445,1
30446,1
30447,1
30448,1
30449,1
30450,1
30451,1
30452,1
30453,3
30454,1
30455,1
30456,1
30457,1
30458,1
30459,1
30460,1
30461,1
30462,1
30463,2
30464,2
30465,2
30466,1
30467,1
30468,1
30469,1
30470,1
30471,1
30472,1
30473,1
30474,1
30475,1
30476,1
30477,1
30478,3
30479,1
30480,1
30481,1
30482,1
30483,1
30484,1
30485,1
30486,1
30487,3
30488,3
30489,3
30490,1
30491,2
30492,2
30493,2
30494,2
30495,2
30496,1
30497,2
30498,2
30499,2
30500,2
30501,2
30502,2
30503,2
30504,2
30505,2
30506,2
30507,2
30508,2
30509,2
30510,1
30511,1
30512,1
30513,1
30514,1
30515,1
30516,1
30517,1
30518,1
30519,1
30520,1
30521,1
30522,1
30523,1
30524,1
30525,1
30526,1
30527,1
30528,1
30529,1
30530,3
30531,1
30532,1
30533,1
30534,1
30535,1
30536,1
30537,1
30538,1
30539,1
30540,3
30541,1
30542,1
30543,1
30544,1
30545,1
30546,1
30547,1
30548,1
30549,1
30550,1
30551,1
30552,1
30553,3
30554,1
30555,1
30556,1
30557,3
30558,1
30559,1
30560,1
30561,1
30562,1
30563,1
30564,2
30565,2
30566,1
30567,1
30568,1
30569,1
30570,1
30571,1
30572,1
30573,1
30574,1
30575,3
30576,3
30577,1
30578,1
30579,1
30580,1
30581,1
30582,1
30583,1
30584,2
30585,2
30586,2
30587,2
30588,2
30589,2
30590,2
30591,2
30592,2
30593,2
30594,1
30595,1
30596,3
30597,3
30598,3
30599,3
30600,1
30601,1
30602,1
30603,1
30604,1
30605,1
30606,1
30607,1
30608,1
30609,1
30610,1
30611,1
30612,1
30613,1
30614,3
30615,1
30616,1
30617,1
30618,1
30619,1
30620,1
30621,1
30622,3
30623,1
30624,1
30625,1
30626,1
30627,1
30628,1
30629,1
30630,1
30631,3
30632,1
30633,1
30634,1
30635,1
30636,1
30637,1
30638,1
30639,1
30640,1
30641,1
30642,1
30643,3
30644,1
30645,1
30646,1
30647,1
30648,1
30649,1
30650,1
30651,1
30652,1
30653,1
30654,1
30655,1
30656,1
30657,3
30658,1
30659,1
30660,3
30661,3
30662,3
30663,2
30664,2
30665,1
30666,2
30667,2
30668,2
30669,2
30670,2
30671,2
30672,2
30673,2
30674,1
30675,1
30676,3
30677,2
30678,2
30679,1
30680,1
30681,1
30682,1
30683,1
30684,1
30685,3
30686,1
30687,1
30688,1
30689,1
30690,1
30691,1
30692,1
30693,1
30694,1
30695,2
30696,2
30697,2
30698,2
30699,2
30700,1
30701,1
30702,1
30703,2
30704,2
30705,2
30706,2
30707,2
30708,2
30709,2
30710,2
30711,2
30712,2
30713,3
30714,2
30715,2
30716,2
30717,2
30718,2
30719,2
30720,3
30721,3
30722,2
30723,2
30724,2
30725,2
30726,2
30727,2
30728,2
30729,2
30730,1
30731,1
30732,1
30733,1
30734,1
30735,1
30736,1
30737,1
30738,3
30739,1
30740,1
30741,3
30742,2
30743,2
30744,2
30745,2
30746,2
30747,2
30748,2
30749,2
30750,2
30751,3
30752,2
30753,2
30754,2
30755,2
30756,2
30757,2
30758,2
30759,2
30760,2
30761,2
30762,2
30763,2
30764,1
30765,1
30766,2
30767,2
30768,2
30769,1
30770,1
30771,1
30772,1
30773,1
30774,1
30775,1
30776,3
30777,1
30778,1
30779,1
30780,1
30781,1
30782,1
30783,1
30784,1
30785,1
30786,1
30787,1
30788,1
30789,1
30790,3
30791,1
30792,1
30793,1
30794,1
30795,1
30796,1
30797,1
30798,1
30799,1
30800,1
30801,1
30802,1
30803,3
30804,2
30805,2
30806,2
30807,2
30808,2
30809,2
30810,2
30811,2
30812,2
30813,1
30814,2
30815,2
30816,2
30817,2
30818,2
30819,2
30820,2
30821,1
30822,1
30823,2
30824,2
30825,2
30826,2
30827,2
30828,2
30829,2
30830,2
30831,2
30832,2
30833,2
30834,2
30835,2
30836,2
30837,1
30838,1
30839,3
30840,1
30841,1
30842,1
30843,1
30844,1
30845,1
30846,2
30847,2
30848,2
30849,2
30850,2
30851,2
30852,1
30853,1
30854,1
30855,1
30856,3
30857,1
30858,1
30859,1
30860,1
30861,1
30862,1
30863,1
30864,1
30865,1
30866,3
30867,2
30868,2
30869,3
30870,1
30871,1
30872,1
30873,1
30874,1
30875,1
30876,1
30877,1
30878,0
30879,1
30880,1
30881,1
30882,1
30883,1
30884,1
30885,3
30886,1
30887,2
30888,2
30889,2
30890,2
30891,2
30892,2
30893,2
30894,1
30895,1
30896,1
30897,1
30898,3
30899,1
30900,1
30901,1
30902,3
30903,1
30904,3
30905,1
30906,1
30907,1
30908,1
30909,1
30910,1
30911,1
30912,3
30913,1
30914,1
30915,1
30916,1
30917,1
30918,1
30919,1
30920,1
30921,3
30922,3
30923,3
30924,1
30925,1
30926,1
30927,1
30928,1
30929,1
30930,1
30931,1
30932,1
30933,1
30934,1
30935,1
30936,1
30937,3
30938,2
30939,2
30940,2
30941,3
30942,2
30943,2
30944,2
30945,2
30946,2
30947,2
30948,2
30949,1
30950,1
30951,1
30952,1
30953,3
30954,3
30955,3
30956,1
30957,3
30958,1
30959,3
30960,2
30961,2
30962,2
30963,2
30964,2
30965,2
30966,3
30967,1
30968,1
30969,3
30970,1
30971,1
30972,3
30973,1
30974,1
30975,1
30976,1
30977,1
30978,1
30979,1
30980,3
30981,3
30982,1
30983,1
30984,3
30985,1
30986,2
30987,1
30988,3
30989,1
30990,3
30991,1
30992,2
30993,1
30994,1
30995,1
30996,1
30997,3
30998,3
30999,3
31000,3
31001,1
31002,3
31003,3
31004,1
31005,3
31006,3
31007,1
31008,3
31009,3
31010,3
31011,3
31012,2
31013,2
31014,2
31015,2
31016,1
31017,3
31018,2
31019,2
31020,2
31021,2
31022,2
31023,2
31024,2
31025,3
31026,3
31027,3
31028,3
31029,1
31030,1
31031,3
31032,1
31033,1
31034,1
31035,1
31036,1
31037,3
31038,3
31039,3
31040,3
31041,1
31042,1
31043,3
31044,3
31045,2
31046,2
31047,2
31048,2
31049,2
31050,2
31051,2
31052,2
31053,2
31054,3
31055,1
31056,3
31057,3
31058,3
31059,1
31060,1
31061,1
31062,3
31063,1
31064,1
31065,1
31066,1
31067,1
31068,1
31069,1
31070,1
31071,1
31072,1
31073,1
31074,1
31075,1
31076,1
31077,1
31078,3
31079,1
31080,1
31081,1
31082,1
31083,1
31084,1
31085,1
31086,1
31087,1
31088,1
31089,1
31090,1
31091,1
31092,1
31093,3
31094,1
31095,1
31096,1
31097,1
31098,1
31099,1
31100,1
31101,1
31102,1
31103,1
31104,1
31105,1
31106,3
31107,1
31108,1
31109,1
31110,1
31111,1
31112,3
31113,1
31114,1
31115,1
31116,1
31117,1
31118,1
31119,1
31120,1
31121,1
31122,3
31123,1
31124,1
31125,1
31126,1
31127,1
31128,1
31129,1
31130,1
31131,1
31132,3
31133,1
31134,1
31135,1
31136,1
31137,1
31138,1
31139,1
31140,1
31141,1
31142,1
31143,1
31144,1
31145,1
31146,1
31147,3
31148,1
31149,1
31150,1
31151,1
31152,1
31153,1
31154,1
31155,1
31156,1
31157,1
31158,3
31159,1
31160,1
31161,1
31162,1
31163,1
31164,1
31165,1
31166,1
31167,1
31168,1
31169,1
31170,1
31171,1
31172,1
31173,1
31174,1
31175,1
31176,3
31177,1
31178,1
31179,1
31180,3
31181,1
31182,3
31183,3
31184,1
31185,3
31186,3
31187,1
31188,1
31189,1
31190,3
31191,1
31192,1
31193,1
31194,3
31195,1
31196,1
31197,1
31198,1
31199,1
31200,1
31201,1
31202,1
31203,3
31204,1
31205,1
31206,3
31207,1
31208,1
31209,1
31210,1
31211,1
31212,1
31213,1
31214,1
31215,1
31216,1
31217,1
31218,1
31219,1
31220,3
31221,1
31222,1
31223,1
31224,1
31225,1
31226,1
31227,1
31228,1
31229,1
31230,1
31231,3
31232,1
31233,1
31234,1
31235,1
31236,1
31237,1
31238,1
31239,1
31240,1
31241,1
31242,3
31243,1
31244,1
31245,1
31246,1
31247,1
31248,1
31249,3
31250,1
31251,1
31252,1
31253,1
31254,1
31255,1
31256,1
31257,1
31258,1
31259,1
31260,3
31261,3
31262,1
31263,1
31264,1
31265,1
31266,1
31267,1
31268,1
31269,3
31270,1
31271,1
31272,1
31273,1
31274,1
31275,1
31276,1
31277,1
31278,1
31279,1
31280,1
31281,1
31282,1
31283,1
31284,1
31285,1
31286,3
31287,1
31288,1
31289,1
31290,1
31291,1
31292,1
31293,1
31294,1
31295,1
31296,1
31297,1
31298,1
31299,1
31300,1
31301,1
31302,1
31303,3
31304,1
31305,1
31306,1
31307,1
31308,1
31309,1
31310,1
31311,1
31312,1
31313,3
31314,1
31315,1
31316,1
31317,1
31318,1
31319,1
31320,1
31321,1
31322,1
31323,1
31324,1
31325,1
31326,1
31327,1
31328,1
31329,1
31330,1
31331,1
31332,3
31333,2
31334,1
31335,1
31336,1
31337,1
31338,1
31339,1
31340,1
31341,3
31342,1
31343,1
31344,1
31345,1
31346,1
31347,1
31348,1
31349,1
31350,1
31351,1
31352,1
31353,1
31354,1
31355,1
31356,1
31357,1
31358,1
31359,3
31360,1
31361,1
31362,1
31363,1
31364,1
31365,1
31366,1
31367,1
31368,1
31369,3
31370,1
31371,1
31372,1
31373,1
31374,1
31375,1
31376,1
31377,1
31378,1
31379,1
31380,1
31381,1
31382,1
31383,3
31384,1
31385,1
31386,1
31387,1
31388,1
31389,1
31390,1
31391,1
31392,3
31393,1
31394,1
31395,1
31396,1
31397,1
31398,3
31399,1
31400,1
31401,1
31402,1
31403,1
31404,1
31405,1
31406,1
31407,1
31408,1
31409,1
31410,1
31411,1
31412,1
31413,1
31414,1
31415,3
31416,1
31417,3
31418,1
31419,1
31420,1
31421,1
31422,1
31423,1
31424,1
31425,1
31426,1
31427,1
31428,1
31429,1
31430,3
31431,1
31432,1
31433,1
31434,1
31435,1
31436,1
31437,3
31438,1
31439,1
31440,1
31441,1
31442,1
31443,1
31444,1
31445,1
31446,1
31447,1
31448,1
31449,1
31450,1
31451,1
31452,3
31453,1
31454,1
31455,1
31456,1
31457,1
31458,1
31459,1
31460,1
31461,1
31462,1
31463,3
31464,1
31465,1
31466,1
31467,1
31468,1
31469,1
31470,1
31471,1
31472,3
31473,1
31474,1
31475,1
31476,1
31477,1
31478,1
31479,1
31480,3
31481,1
31482,1
31483,1
31484,1
31485,1
31486,1
31487,1
31488,1
31489,1
31490,1
31491,1
31492,1
31493,1
31494,1
31495,1
31496,1
31497,1
31498,1
31499,1
31500,1
31501,3
31502,1
31503,1
31504,1
31505,1
31506,1
31507,1
31508,1
31509,1
31510,1
31511,3
31512,1
31513,1
31514,1
31515,1
31516,1
31517,1
31518,1
31519,1
31520,1
31521,1
31522,3
31523,1
31524,1
31525,1
31526,1
31527,1
31528,3
31529,1
31530,1
31531,1
31532,1
31533,1
31534,1
31535,3
31536,1
31537,1
31538,1
31539,1
31540,1
31541,1
31542,1
31543,3
31544,1
31545,1
31546,3
31547,1
31548,1
31549,1
31550,1
31551,1
31552,1
31553,1
31554,1
31555,1
31556,1
31557,1
31558,1
31559,1
31560,1
31561,2
31562,2
31563,2
31564,2
31565,2
31566,2
31567,2
31568,2
31569,2
31570,2
31571,2
31572,2
31573,1
31574,2
31575,2
31576,2
31577,1
31578,3
31579,1
31580,1
31581,1
31582,2
31583,2
31584,2
31585,2
31586,2
31587,2
31588,2
31589,2
31590,2
31591,2
31592,3
31593,1
31594,2
31595,2
31596,3
31597,1
31598,1
31599,3
31600,1
31601,3
31602,1
31603,1
31604,3
31605,1
31606,3
31607,2
31608,2
31609,2
31610,2
31611,1
31612,1
31613,2
31614,2
31615,3
31616,3
31617,3
31618,1
31619,3
31620,3
31621,1
31622,3
31623,3
31624,1
31625,1
31626,1
31627,1
31628,1
31629,1
31630,1
31631,3
31632,3
31633,3
31634,3
31635,1
31636,3
31637,1
31638,3
31639,1
31640,1
31641,1
31642,1
31643,1
31644,1
31645,1
31646,1
31647,1
31648,1
31649,1
31650,1
31651,1
31652,1
31653,1
31654,3
31655,1
31656,1
31657,1
31658,1
31659,1
31660,1
31661,1
31662,1
31663,1
31664,1
31665,1
31666,3
31667,1
31668,1
31669,1
31670,1
31671,1
31672,1
31673,1
31674,1
31675,1
31676,1
31677,1
31678,1
31679,1
31680,3
31681,1
31682,1
31683,3
31684,3
31685,2
31686,2
31687,2
31688,2
31689,2
31690,2
31691,1
31692,2
31693,2
31694,2
31695,2
31696,3
31697,1
31698,1
31699,1
31700,3
31701,3
31702,3
31703,1
31704,1
31705,1
31706,1
31707,1
31708,1
31709,1
31710,1
31711,1
31712,1
31713,3
31714,1
31715,1
31716,1
31717,1
31718,1
31719,1
31720,1
31721,3
31722,1
31723,1
31724,1
31725,1
31726,1
31727,1
31728,1
31729,1
31730,3
31731,1
31732,1
31733,1
31734,1
31735,1
31736,1
31737,1
31738,1
31739,1
31740,1
31741,1
31742,1
31743,1
31744,1
31745,1
31746,1
31747,2
31748,2
31749,1
31750,1
31751,1
31752,1
31753,1
31754,1
31755,1
31756,3
31757,1
31758,1
31759,3
31760,3
31761,3
31762,1
31763,1
31764,1
31765,1
31766,1
31767,1
31768,1
31769,1
31770,1
31771,1
31772,1
31773,3
31774,3
31775,2
31776,2
31777,2
31778,2
31779,2
31780,2
31781,2
31782,2
31783,2
31784,1
31785,1
31786,3
31787,1
31788,1
31789,1
31790,1
31791,1
31792,1
31793,1
31794,1
31795,3
31796,1
31797,1
31798,1
31799,3
31800,1
31801,3
31802,1
31803,1
31804,1
31805,2
31806,1
31807,1
31808,1
31809,1
31810,2
31811,2
31812,2
31813,2
31814,2
31815,1
31816,1
31817,1
31818,1
31819,3
31820,3
31821,3
31822,3
31823,1
31824,1
31825,3
31826,1
31827,1
31828,1
31829,2
31830,2
31831,2
31832,2
31833,2
31834,2
31835,2
31836,3
31837,3
31838,1
31839,3
31840,1
31841,1
31842,1
31843,1
31844,1
31845,1
31846,1
31847,1
31848,1
31849,1
31850,3
31851,1
31852,1
31853,3
31854,2
31855,2
31856,2
31857,2
31858,2
31859,2
31860,2
31861,2
31862,2
31863,1
31864,1
31865,1
31866,1
31867,1
31868,1
31869,1
31870,1
31871,1
31872,1
31873,1
31874,1
31875,1
31876,1
31877,3
31878,1
31879,1
31880,1
31881,1
31882,1
31883,1
31884,1
31885,1
31886,3
31887,1
31888,1
31889,1
31890,1
31891,1
31892,1
31893,1
31894,1
31895,1
31896,3
31897,1
31898,1
31899,1
31900,1
31901,1
31902,1
31903,1
31904,1
31905,1
31906,1
31907,1
31908,1
31909,3
31910,1
31911,1
31912,1
31913,1
31914,1
31915,1
31916,1
31917,1
31918,1
31919,1
31920,1
31921,1
31922,1
31923,1
31924,3
31925,1
31926,1
31927,1
31928,1
31929,1
31930,1
31931,1
31932,1
31933,1
31934,1
31935,3
31936,1
31937,1
31938,1
31939,1
31940,1
31941,1
31942,1
31943,1
31944,1
31945,1
31946,1
31947,1
31948,1
31949,1
31950,1
31951,1
31952,1
31953,1
31954,1
31955,3
31956,1
31957,1
31958,1
31959,1
31960,1
31961,1
31962,1
31963,1
31964,1
31965,1
31966,1
31967,1
31968,3
31969,1
31970,1
31971,1
31972,1
31973,1
31974,1
31975,1
31976,1
31977,1
31978,1
31979,1
31980,3
31981,1
31982,3
31983,3
31984,1
31985,1
31986,1
31987,1
31988,1
31989,1
31990,1
31991,1
31992,1
31993,1
31994,1
31995,3
31996,1
31997,1
31998,1
31999,1
32000,1
32001,1
32002,1
32003,1
32004,1
32005,1
32006,3
32007,1
32008,1
32009,1
32010,1
32011,1
32012,1
32013,1
32014,1
32015,1
32016,3
32017,1
32018,1
32019,1
32020,1
32021,1
32022,1
32023,1
32024,1
32025,1
32026,1
32027,3
32028,1
32029,1
32030,1
32031,1
32032,1
32033,1
32034,1
32035,1
32036,1
32037,3
32038,1
32039,1
32040,1
32041,1
32042,1
32043,1
32044,1
32045,1
32046,1
32047,1
32048,1
32049,1
32050,1
32051,1
32052,1
32053,3
32054,1
32055,1
32056,1
32057,1
32058,1
32059,1
32060,1
32061,1
32062,1
32063,1
32064,1
32065,1
32066,1
32067,3
32068,1
32069,1
32070,1
32071,1
32072,1
32073,1
32074,3
32075,1
32076,1
32077,1
32078,1
32079,1
32080,1
32081,1
32082,1
32083,1
32084,1
32085,1
32086,3
32087,3
32088,3
32089,1
32090,1
32091,1
32092,1
32093,1
32094,1
32095,1
32096,1
32097,1
32098,3
32099,1
32100,1
32101,1
32102,1
32103,1
32104,1
32105,1
32106,1
32107,1
32108,1
32109,3
32110,1
32111,1
32112,1
32113,1
32114,1
32115,1
32116,1
32117,1
32118,1
32119,3
32120,1
32121,1
32122,1
32123,1
32124,1
32125,1
32126,1
32127,1
32128,1
32129,3
32130,1
32131,1
32132,1
32133,1
32134,1
32135,1
32136,1
32137,1
32138,1
32139,1
32140,3
32141,3
32142,1
32143,1
32144,1
32145,1
32146,3
32147,1
32148,1
32149,1
32150,1
32151,3
32152,1
32153,1
32154,1
32155,1
32156,1
32157,1
32158,1
32159,1
32160,1
32161,1
32162,1
32163,1
32164,1
32165,3
32166,1
32167,1
32168,1
32169,1
32170,3
32171,1
32172,1
32173,1
32174,1
32175,1
32176,3
32177,1
32178,1
32179,1
32180,1
32181,1
32182,1
32183,3
32184,1
32185,1
32186,3
32187,1
32188,1
32189,1
32190,1
32191,1
32192,1
32193,1
32194,1
32195,1
32196,1
32197,3
32198,1
32199,1
32200,1
32201,1
32202,1
32203,1
32204,1
32205,1
32206,3
32207,1
32208,1
32209,1
32210,1
32211,1
32212,1
32213,1
32214,1
32215,1
32216,3
32217,1
32218,1
32219,1
32220,1
32221,1
32222,1
32223,1
32224,1
32225,1
32226,1
32227,1
32228,1
32229,3
32230,1
32231,1
32232,1
32233,3
32234,1
32235,1
32236,1
32237,1
32238,1
32239,3
32240,1
32241,1
32242,1
32243,1
32244,1
32245,1
32246,1
32247,1
32248,1
32249,1
32250,1
32251,1
32252,1
32253,1
32254,1
32255,3
32256,1
32257,1
32258,1
32259,1
32260,1
32261,1
32262,1
32263,1
32264,1
32265,3
32266,1
32267,1
32268,1
32269,1
32270,1
32271,1
32272,1
32273,1
32274,1
32275,1
